Model;Approach;Repetition;Resets;stepsUntilLastReset;lastCandidatePrint

crowds_nodl.pm(TotalRuns=6,CrowdSize=15);cautious1;91;0;0;init
crowds_nodl.pm(TotalRuns=6,CrowdSize=15);cautious1;96;0;0;Resets: 0 visitNo: 1 candSize: 1

crowds_nodl.pm(TotalRuns=6,CrowdSize=15);cautious1;79;3;346;Resets: 3 visitNo: 1 candSize: 1

crowds_nodl.pm(TotalRuns=6,CrowdSize=15);cautious1;94;0;0;Resets: 0 visitNo: 1 candSize: 1

bluetooth_oneinit.pm(mrec=4);cautious10;2;4;2552;Resets: 4 visitNo: 10 candSize: 1

bluetooth_oneinit.pm(mrec=4);cautious10;49;0;0;init
bluetooth_oneinit.pm(mrec=4);cautious10;9;8;4048;Resets: 8 visitNo: 10 candSize: 1

bluetooth_oneinit.pm(mrec=4);cautious10;14;5;3022;Resets: 5 visitNo: 10 candSize: 1

crowds_nodl.pm(TotalRuns=6,CrowdSize=15);cautious1;97;0;0;Resets: 0 visitNo: 1 candSize: 1

bluetooth_oneinit.pm(mrec=4);cautious10;12;1;470;Resets: 1 visitNo: 10 candSize: 1

bluetooth_oneinit.pm(mrec=4);cautious10;20;4;2008;Resets: 4 visitNo: 10 candSize: 1

bluetooth_oneinit.pm(mrec=4);cautious10;67;1;470;Resets: 1 visitNo: 10 candSize: 1

bluetooth_oneinit.pm(mrec=4);cautious10;27;8;4464;Resets: 8 visitNo: 10 candSize: 1

bluetooth_oneinit.pm(mrec=4);cautious10;15;18;9452;Resets: 18 visitNo: 10 candSize: 1

bluetooth_oneinit.pm(mrec=4);cautious10;32;2;1292;Resets: 2 visitNo: 10 candSize: 1

bluetooth_oneinit.pm(mrec=4);cautious10;30;0;0;init
bluetooth_oneinit.pm(mrec=4);cautious10;38;6;2756;Resets: 6 visitNo: 10 candSize: 1

bluetooth_oneinit.pm(mrec=4);cautious10;85;6;2980;Resets: 6 visitNo: 10 candSize: 1

bluetooth_oneinit.pm(mrec=4);cautious10;45;0;0;init
bluetooth_oneinit.pm(mrec=4);cautious10;33;1;342;Resets: 1 visitNo: 10 candSize: 1

bluetooth_oneinit.pm(mrec=4);cautious10;50;22;11716;Resets: 22 visitNo: 10 candSize: 1

bluetooth_oneinit.pm(mrec=4);cautious10;48;11;5682;Resets: 11 visitNo: 10 candSize: 1

bluetooth_oneinit.pm(mrec=4);cautious10;56;0;0;init
nand.pm(N=50,K=3);cautious10;3;12;16932;Resets: 12 visitNo: 10 candSize: 1

bluetooth_oneinit.pm(mrec=4);cautious10;63;6;3332;Resets: 6 visitNo: 10 candSize: 1

bluetooth_oneinit.pm(mrec=4);cautious10;51;3;1282;Resets: 3 visitNo: 10 candSize: 1

bluetooth_oneinit.pm(mrec=4);cautious10;68;1;342;Resets: 1 visitNo: 10 candSize: 1

bluetooth_oneinit.pm(mrec=4);cautious10;66;0;0;init
bluetooth_oneinit.pm(mrec=4);cautious10;74;1;662;Resets: 1 visitNo: 10 candSize: 1

nand.pm(N=50,K=3);cautious10;21;1;1411;Resets: 1 visitNo: 10 candSize: 1

bluetooth_oneinit.pm(mrec=4);cautious10;81;3;1794;Resets: 3 visitNo: 10 candSize: 1

bluetooth_oneinit.pm(mrec=4);cautious10;69;1;438;Resets: 1 visitNo: 10 candSize: 1

bluetooth_oneinit.pm(mrec=4);cautious10;86;6;2916;Resets: 6 visitNo: 10 candSize: 1

bluetooth_oneinit.pm(mrec=4);cautious10;84;1;278;Resets: 1 visitNo: 10 candSize: 1

bluetooth_oneinit.pm(mrec=4);cautious10;92;6;3076;Resets: 6 visitNo: 10 candSize: 1

nand.pm(N=50,K=3);cautious10;39;5;7055;Resets: 5 visitNo: 10 candSize: 1

bluetooth_oneinit.pm(mrec=4);cautious10;87;1;502;Resets: 1 visitNo: 10 candSize: 1

bluetooth_oneinit.pm(mrec=4);cautious10;99;1;630;Resets: 1 visitNo: 10 candSize: 1

nand.pm(N=50,K=3);cautious10;4;1;1411;Resets: 1 visitNo: 10 candSize: 1

nand.pm(N=50,K=3);cautious10;2;6;8466;Resets: 6 visitNo: 10 candSize: 1

nand.pm(N=50,K=3);cautious10;57;11;15521;Resets: 11 visitNo: 10 candSize: 1

nand.pm(N=50,K=3);cautious10;10;5;7055;Resets: 5 visitNo: 10 candSize: 1

crowds_nodl.pm(TotalRuns=6,CrowdSize=15);cautious1;13;0;0;init
nand.pm(N=50,K=3);cautious10;5;10;14110;Resets: 10 visitNo: 10 candSize: 1

nand.pm(N=50,K=3);cautious10;22;11;15521;Resets: 11 visitNo: 10 candSize: 1

nand.pm(N=50,K=3);cautious10;17;7;9877;Resets: 7 visitNo: 10 candSize: 1

nand.pm(N=50,K=3);cautious10;20;5;7055;Resets: 5 visitNo: 10 candSize: 1

nand.pm(N=50,K=3);cautious10;75;8;11288;Resets: 8 visitNo: 10 candSize: 1

nand.pm(N=50,K=3);cautious10;28;0;0;init
nand.pm(N=50,K=3);cautious10;23;2;2822;Resets: 2 visitNo: 10 candSize: 1

nand.pm(N=50,K=3);cautious10;40;1;1411;Resets: 1 visitNo: 10 candSize: 1

nand.pm(N=50,K=3);cautious10;35;0;0;init
nand.pm(N=50,K=3);cautious10;38;0;0;init
crowds_nodl.pm(TotalRuns=6,CrowdSize=15);cautious1;31;0;0;Resets: 0 visitNo: 1 candSize: 1

nand.pm(N=50,K=3);cautious10;93;2;2822;Resets: 2 visitNo: 10 candSize: 1

nand.pm(N=50,K=3);cautious10;46;3;4233;Resets: 3 visitNo: 10 candSize: 1

nand.pm(N=50,K=3);cautious10;41;6;8466;Resets: 6 visitNo: 10 candSize: 1

nand.pm(N=50,K=3);cautious10;58;2;2822;Resets: 2 visitNo: 10 candSize: 1

nand.pm(N=50,K=3);cautious10;53;5;7055;Resets: 5 visitNo: 10 candSize: 1

nand.pm(N=50,K=3);cautious10;56;2;2822;Resets: 2 visitNo: 10 candSize: 1

herman17_oneinit.pm();cautious10;11;TO;TO;Resets: 1524 visitNo: 10 candSize: 34

nand.pm(N=50,K=3);cautious10;64;0;0;init
crowds_nodl.pm(TotalRuns=6,CrowdSize=15);cautious1;49;0;0;Resets: 0 visitNo: 1 candSize: 1

nand.pm(N=50,K=3);cautious10;59;2;2822;Resets: 2 visitNo: 10 candSize: 1

nand.pm(N=50,K=3);cautious10;76;0;0;init
nand.pm(N=50,K=3);cautious10;71;0;0;init
nand.pm(N=50,K=3);cautious10;74;0;0;init
nand.pm(N=50,K=3);cautious10;82;3;4233;Resets: 3 visitNo: 10 candSize: 1

crowds_nodl.pm(TotalRuns=6,CrowdSize=15);cautious1;17;0;0;Resets: 0 visitNo: 1 candSize: 1

nand.pm(N=50,K=3);cautious10;77;10;14110;Resets: 10 visitNo: 10 candSize: 1

crowds_nodl.pm(TotalRuns=6,CrowdSize=15);cautious1;2;2;169;Resets: 2 visitNo: 1 candSize: 1

nand.pm(N=50,K=3);cautious10;94;0;0;init
crowds_nodl.pm(TotalRuns=6,CrowdSize=15);cautious1;67;3;291;Resets: 3 visitNo: 1 candSize: 1

not_gridworld.pm(N=50,p=0.999);cautious1;96;TO;TO;Resets: 14593 visitNo: 1 candSize: 9

nand.pm(N=50,K=3);cautious10;89;14;19754;Resets: 14 visitNo: 10 candSize: 1

nand.pm(N=50,K=3);cautious10;92;5;7055;Resets: 5 visitNo: 10 candSize: 1

herman17_oneinit.pm();cautious10;0;TO;TO;Resets: 1551 visitNo: 10 candSize: 34

crowds_nodl.pm(TotalRuns=6,CrowdSize=15);cautious1;35;0;0;Resets: 0 visitNo: 1 candSize: 1

nand.pm(N=50,K=3);cautious10;95;2;2822;Resets: 2 visitNo: 10 candSize: 1

crowds_nodl.pm(TotalRuns=6,CrowdSize=15);cautious1;20;2;196;Resets: 2 visitNo: 1 candSize: 1

herman17_oneinit.pm();cautious10;12;TO;TO;Resets: 1503 visitNo: 10 candSize: 34

herman17_oneinit.pm();cautious10;7;TO;TO;Resets: 1470 visitNo: 10 candSize: 34

herman17_oneinit.pm();cautious10;10;TO;TO;Resets: 1476 visitNo: 10 candSize: 34

herman17_oneinit.pm();cautious10;35;TO;TO;Resets: 1481 visitNo: 10 candSize: 10

crowds_nodl.pm(TotalRuns=6,CrowdSize=15);cautious1;85;1;90;Resets: 1 visitNo: 1 candSize: 1

herman17_oneinit.pm();cautious10;24;TO;TO;Resets: 1493 visitNo: 10 candSize: 34

crowds_nodl.pm(TotalRuns=6,CrowdSize=15);cautious1;53;0;0;Resets: 0 visitNo: 1 candSize: 1

herman17_oneinit.pm();cautious10;13;TO;TO;Resets: 1500 visitNo: 10 candSize: 34

crowds_nodl.pm(TotalRuns=6,CrowdSize=15);cautious1;38;6;455;Resets: 6 visitNo: 1 candSize: 1

herman17_oneinit.pm();cautious10;27;TO;TO;Resets: 1481 visitNo: 10 candSize: 34

herman17_oneinit.pm();cautious10;52;TO;TO;Resets: 1500 visitNo: 10 candSize: 34

bluetooth_oneinit.pm(mrec=4);cautious10;59;0;0;init
crowds_nodl.pm(TotalRuns=6,CrowdSize=15);cautious1;15;0;0;init
bluetooth_oneinit.pm(mrec=4);cautious10;3;2;1004;Resets: 2 visitNo: 10 candSize: 1

crowds_nodl.pm(TotalRuns=6,CrowdSize=15);cautious1;71;0;0;Resets: 0 visitNo: 1 candSize: 1

crowds_nodl.pm(TotalRuns=6,CrowdSize=15);cautious1;56;0;0;Resets: 0 visitNo: 1 candSize: 1

herman17_oneinit.pm();cautious10;50;TO;TO;Resets: 1466 visitNo: 10 candSize: 34

crowds_nodl.pm(TotalRuns=6,CrowdSize=15);cautious1;9;0;0;Resets: 0 visitNo: 1 candSize: 1

crowds_nodl.pm(TotalRuns=6,CrowdSize=15);cautious1;33;2;160;Resets: 2 visitNo: 1 candSize: 1

crowds_nodl.pm(TotalRuns=6,CrowdSize=15);cautious1;89;1;79;Resets: 1 visitNo: 1 candSize: 1

crowds_nodl.pm(TotalRuns=6,CrowdSize=15);cautious1;74;0;0;init
bluetooth_oneinit.pm(mrec=4);cautious10;21;14;8052;Resets: 14 visitNo: 10 candSize: 1

crowds_nodl.pm(TotalRuns=6,CrowdSize=15);cautious1;27;0;0;Resets: 0 visitNo: 1 candSize: 1

crowds_nodl.pm(TotalRuns=6,CrowdSize=15);cautious1;16;1;89;Resets: 1 visitNo: 1 candSize: 1

crowds_nodl.pm(TotalRuns=6,CrowdSize=15);cautious1;51;0;0;Resets: 0 visitNo: 1 candSize: 1

bluetooth_oneinit.pm(mrec=4);cautious10;7;2;940;Resets: 2 visitNo: 10 candSize: 1

crowds_nodl.pm(TotalRuns=6,CrowdSize=15);cautious1;92;0;0;Resets: 0 visitNo: 1 candSize: 1

crowds_nodl.pm(TotalRuns=6,CrowdSize=15);cautious1;45;4;347;Resets: 4 visitNo: 1 candSize: 1

bluetooth_oneinit.pm(mrec=4);cautious10;39;0;0;init
crowds_nodl.pm(TotalRuns=6,CrowdSize=15);cautious1;34;3;227;Resets: 3 visitNo: 1 candSize: 1

crowds_nodl.pm(TotalRuns=6,CrowdSize=15);cautious1;69;0;0;Resets: 0 visitNo: 1 candSize: 1

bluetooth_oneinit.pm(mrec=4);cautious10;25;7;3290;Resets: 7 visitNo: 10 candSize: 1

bluetooth_oneinit.pm(mrec=4);cautious10;10;2;940;Resets: 2 visitNo: 10 candSize: 1

crowds_nodl.pm(TotalRuns=6,CrowdSize=15);cautious1;63;2;185;Resets: 2 visitNo: 1 candSize: 1

crowds_nodl.pm(TotalRuns=6,CrowdSize=15);cautious1;52;0;0;Resets: 0 visitNo: 1 candSize: 1

crowds_nodl.pm(TotalRuns=6,CrowdSize=15);cautious1;87;0;0;Resets: 0 visitNo: 1 candSize: 1

bluetooth_oneinit.pm(mrec=4);cautious10;43;15;7818;Resets: 15 visitNo: 10 candSize: 1

bluetooth_oneinit.pm(mrec=4);cautious10;28;7;3354;Resets: 7 visitNo: 10 candSize: 1

bluetooth_oneinit.pm(mrec=4);cautious10;57;0;0;init
crowds_nodl.pm(TotalRuns=6,CrowdSize=15);cautious1;81;3;320;Resets: 3 visitNo: 1 candSize: 1

crowds_nodl.pm(TotalRuns=6,CrowdSize=15);cautious1;70;0;0;Resets: 0 visitNo: 1 candSize: 1

bluetooth_oneinit.pm(mrec=4);cautious10;5;3;1474;Resets: 3 visitNo: 10 candSize: 1

bluetooth_oneinit.pm(mrec=4);cautious10;61;2;1100;Resets: 2 visitNo: 10 candSize: 1

bluetooth_oneinit.pm(mrec=4);cautious10;46;0;0;init
bluetooth_oneinit.pm(mrec=4);cautious10;75;13;6974;Resets: 13 visitNo: 10 candSize: 1

crowds_nodl.pm(TotalRuns=6,CrowdSize=15);cautious1;99;1;111;Resets: 1 visitNo: 1 candSize: 1

crowds_nodl.pm(TotalRuns=6,CrowdSize=15);cautious1;88;0;0;Resets: 0 visitNo: 1 candSize: 1

bluetooth_oneinit.pm(mrec=4);cautious10;23;18;8300;Resets: 18 visitNo: 10 candSize: 1

bluetooth_oneinit.pm(mrec=4);cautious10;79;0;0;init
bluetooth_oneinit.pm(mrec=4);cautious10;64;2;780;Resets: 2 visitNo: 10 candSize: 1

bluetooth_oneinit.pm(mrec=4);cautious10;17;2;1356;Resets: 2 visitNo: 10 candSize: 1

bluetooth_oneinit.pm(mrec=4);cautious10;6;0;0;init
bluetooth_oneinit.pm(mrec=4);cautious10;41;5;2990;Resets: 5 visitNo: 10 candSize: 1

bluetooth_oneinit.pm(mrec=4);cautious10;93;4;2520;Resets: 4 visitNo: 10 candSize: 1

bluetooth_oneinit.pm(mrec=4);cautious10;97;0;0;init
bluetooth_oneinit.pm(mrec=4);cautious10;82;2;940;Resets: 2 visitNo: 10 candSize: 1

bluetooth_oneinit.pm(mrec=4);cautious10;24;0;0;init
bluetooth_oneinit.pm(mrec=4);cautious10;35;1;502;Resets: 1 visitNo: 10 candSize: 1

nand.pm(N=50,K=3);cautious10;15;5;7055;Resets: 5 visitNo: 10 candSize: 1

nand.pm(N=50,K=3);cautious10;0;0;0;init
nand.pm(N=50,K=3);cautious10;11;0;0;init
bluetooth_oneinit.pm(mrec=4);cautious10;42;1;406;Resets: 1 visitNo: 10 candSize: 1

bluetooth_oneinit.pm(mrec=4);cautious10;53;0;0;init
bluetooth_oneinit.pm(mrec=4);cautious10;77;4;2264;Resets: 4 visitNo: 10 candSize: 1

nand.pm(N=50,K=3);cautious10;33;1;1411;Resets: 1 visitNo: 10 candSize: 1

nand.pm(N=50,K=3);cautious10;18;2;2822;Resets: 2 visitNo: 10 candSize: 1

nand.pm(N=50,K=3);cautious10;29;1;1411;Resets: 1 visitNo: 10 candSize: 1

bluetooth_oneinit.pm(mrec=4);cautious10;60;1;630;Resets: 1 visitNo: 10 candSize: 1

bluetooth_oneinit.pm(mrec=4);cautious10;71;31;15530;Resets: 31 visitNo: 10 candSize: 1

bluetooth_oneinit.pm(mrec=4);cautious10;95;4;1848;Resets: 4 visitNo: 10 candSize: 1

nand.pm(N=50,K=3);cautious10;51;7;9877;Resets: 7 visitNo: 10 candSize: 1

nand.pm(N=50,K=3);cautious10;36;0;0;init
bluetooth_oneinit.pm(mrec=4);cautious10;78;8;4336;Resets: 8 visitNo: 10 candSize: 1

nand.pm(N=50,K=3);cautious10;47;10;14110;Resets: 10 visitNo: 10 candSize: 1

nand.pm(N=50,K=3);cautious10;69;5;7055;Resets: 5 visitNo: 10 candSize: 1

nand.pm(N=50,K=3);cautious10;13;1;1411;Resets: 1 visitNo: 10 candSize: 1

bluetooth_oneinit.pm(mrec=4);cautious10;89;4;2072;Resets: 4 visitNo: 10 candSize: 1

nand.pm(N=50,K=3);cautious10;54;3;4233;Resets: 3 visitNo: 10 candSize: 1

bluetooth_oneinit.pm(mrec=4);cautious10;96;5;1774;Resets: 5 visitNo: 10 candSize: 1

nand.pm(N=50,K=3);cautious10;87;7;9877;Resets: 7 visitNo: 10 candSize: 1

nand.pm(N=50,K=3);cautious10;31;17;23987;Resets: 17 visitNo: 10 candSize: 1

nand.pm(N=50,K=3);cautious10;7;0;0;init
nand.pm(N=50,K=3);cautious10;72;4;5644;Resets: 4 visitNo: 10 candSize: 1

nand.pm(N=50,K=3);cautious10;65;1;1411;Resets: 1 visitNo: 10 candSize: 1

herman17_oneinit.pm();cautious10;5;TO;TO;Resets: 1444 visitNo: 10 candSize: 34

nand.pm(N=50,K=3);cautious10;14;0;0;init
nand.pm(N=50,K=3);cautious10;49;14;19754;Resets: 14 visitNo: 10 candSize: 1

nand.pm(N=50,K=3);cautious10;25;12;16932;Resets: 12 visitNo: 10 candSize: 1

nand.pm(N=50,K=3);cautious10;90;1;1411;Resets: 1 visitNo: 10 candSize: 1

nand.pm(N=50,K=3);cautious10;83;19;26809;Resets: 19 visitNo: 10 candSize: 1

nand.pm(N=50,K=3);cautious10;32;13;18343;Resets: 13 visitNo: 10 candSize: 1

herman17_oneinit.pm();cautious10;29;TO;TO;Resets: 1429 visitNo: 10 candSize: 34

nand.pm(N=50,K=3);cautious10;67;0;0;init
herman17_oneinit.pm();cautious10;8;TO;TO;Resets: 1431 visitNo: 10 candSize: 34

nand.pm(N=50,K=3);cautious10;43;1;1411;Resets: 1 visitNo: 10 candSize: 1

nand.pm(N=50,K=3);cautious10;50;7;9877;Resets: 7 visitNo: 10 candSize: 1

nand.pm(N=50,K=3);cautious10;85;2;2822;Resets: 2 visitNo: 10 candSize: 1

nand.pm(N=50,K=3);cautious10;61;4;5644;Resets: 4 visitNo: 10 candSize: 1

herman17_oneinit.pm();cautious10;1;TO;TO;Resets: 906 visitNo: 10 candSize: 34

crowds_nodl.pm(TotalRuns=6,CrowdSize=15);cautious1;14;0;0;Resets: 0 visitNo: 1 candSize: 1

nand.pm(N=50,K=3);cautious10;68;13;18343;Resets: 13 visitNo: 10 candSize: 1

herman17_oneinit.pm();cautious10;3;TO;TO;Resets: 1448 visitNo: 10 candSize: 34

herman17_oneinit.pm();cautious10;18;TO;TO;Resets: 1445 visitNo: 10 candSize: 34

nand.pm(N=50,K=3);cautious10;79;4;5644;Resets: 4 visitNo: 10 candSize: 1

herman17_oneinit.pm();cautious10;30;TO;TO;Resets: 1473 visitNo: 10 candSize: 34

herman17_oneinit.pm();cautious10;25;TO;TO;Resets: 1424 visitNo: 10 candSize: 34

crowds_nodl.pm(TotalRuns=6,CrowdSize=15);cautious1;32;0;0;Resets: 0 visitNo: 1 candSize: 1

herman17_oneinit.pm();cautious10;28;TO;TO;Resets: 1423 visitNo: 10 candSize: 34

herman17_oneinit.pm();cautious10;53;TO;TO;Resets: 1464 visitNo: 10 candSize: 34

nand.pm(N=50,K=3);cautious10;86;6;8466;Resets: 6 visitNo: 10 candSize: 1

nand.pm(N=50,K=3);cautious10;97;3;4233;Resets: 3 visitNo: 10 candSize: 1

herman17_oneinit.pm();cautious10;42;TO;TO;Resets: 1448 visitNo: 10 candSize: 34

herman17_oneinit.pm();cautious10;31;TO;TO;Resets: 1433 visitNo: 10 candSize: 34

herman17_oneinit.pm();cautious10;45;TO;TO;Resets: 1438 visitNo: 10 candSize: 34

crowds_nodl.pm(TotalRuns=6,CrowdSize=15);cautious1;50;0;0;Resets: 0 visitNo: 1 candSize: 1

herman17_oneinit.pm();cautious10;4;TO;TO;Resets: 1416 visitNo: 10 candSize: 34

herman17_oneinit.pm();cautious10;70;TO;TO;Resets: 1419 visitNo: 10 candSize: 34

herman17_oneinit.pm();cautious10;15;TO;TO;Resets: 1426 visitNo: 10 candSize: 34

herman17_oneinit.pm();cautious10;68;TO;TO;Resets: 1401 visitNo: 10 candSize: 34

crowds_nodl.pm(TotalRuns=6,CrowdSize=15);cautious1;68;0;0;Resets: 0 visitNo: 1 candSize: 1

crowds_nodl.pm(TotalRuns=6,CrowdSize=15);cautious1;86;1;70;Resets: 1 visitNo: 1 candSize: 1

bluetooth_oneinit.pm(mrec=4);cautious10;4;2;940;Resets: 2 visitNo: 10 candSize: 1

bluetooth_oneinit.pm(mrec=4);cautious10;22;4;2328;Resets: 4 visitNo: 10 candSize: 1

bluetooth_oneinit.pm(mrec=4);cautious10;40;4;2264;Resets: 4 visitNo: 10 candSize: 1

bluetooth_oneinit.pm(mrec=4);cautious10;58;4;2008;Resets: 4 visitNo: 10 candSize: 1

bluetooth_oneinit.pm(mrec=4);cautious10;76;5;2446;Resets: 5 visitNo: 10 candSize: 1

bluetooth_oneinit.pm(mrec=4);cautious10;94;3;1634;Resets: 3 visitNo: 10 candSize: 1

nand.pm(N=50,K=3);cautious10;12;7;9877;Resets: 7 visitNo: 10 candSize: 1

nand.pm(N=50,K=3);cautious10;30;2;2822;Resets: 2 visitNo: 10 candSize: 1

nand.pm(N=50,K=3);cautious10;48;1;1411;Resets: 1 visitNo: 10 candSize: 1

nand.pm(N=50,K=3);cautious10;66;5;7055;Resets: 5 visitNo: 10 candSize: 1

herman17_oneinit.pm();cautious10;23;TO;TO;Resets: 1379 visitNo: 10 candSize: 34

nand.pm(N=50,K=3);cautious10;84;4;5644;Resets: 4 visitNo: 10 candSize: 1

herman17_oneinit.pm();cautious10;47;TO;TO;Resets: 1431 visitNo: 10 candSize: 34

herman17_oneinit.pm();cautious10;26;TO;TO;Resets: 1417 visitNo: 10 candSize: 34

herman17_oneinit.pm();cautious10;2;TO;TO;Resets: 1401 visitNo: 10 candSize: 34

herman17_oneinit.pm();cautious10;19;TO;TO;Resets: 876 visitNo: 10 candSize: 34

herman17_oneinit.pm();cautious10;21;TO;TO;Resets: 1399 visitNo: 10 candSize: 33

herman17_oneinit.pm();cautious10;36;TO;TO;Resets: 1415 visitNo: 10 candSize: 34

herman17_oneinit.pm();cautious10;48;TO;TO;Resets: 1406 visitNo: 10 candSize: 34

herman17_oneinit.pm();cautious10;43;TO;TO;Resets: 1425 visitNo: 10 candSize: 34

herman17_oneinit.pm();cautious10;46;TO;TO;Resets: 1486 visitNo: 10 candSize: 34

herman17_oneinit.pm();cautious10;71;TO;TO;Resets: 1426 visitNo: 10 candSize: 34

herman17_oneinit.pm();cautious10;60;TO;TO;Resets: 1426 visitNo: 10 candSize: 34

herman17_oneinit.pm();cautious10;49;TO;TO;Resets: 1426 visitNo: 10 candSize: 34

herman17_oneinit.pm();cautious10;63;TO;TO;Resets: 1423 visitNo: 10 candSize: 34

herman17_oneinit.pm();cautious10;22;TO;TO;Resets: 1404 visitNo: 10 candSize: 34

herman17_oneinit.pm();cautious10;88;TO;TO;Resets: 1462 visitNo: 10 candSize: 34

herman17_oneinit.pm();cautious10;33;TO;TO;Resets: 1465 visitNo: 10 candSize: 34

herman17_oneinit.pm();cautious10;86;TO;TO;Resets: 1451 visitNo: 10 candSize: 34

herman17_oneinit.pm();cautious10;41;TO;TO;Resets: 1400 visitNo: 10 candSize: 34

herman17_oneinit.pm();cautious10;65;TO;TO;Resets: 1510 visitNo: 10 candSize: 34

herman17_oneinit.pm();cautious10;44;TO;TO;Resets: 1469 visitNo: 10 candSize: 34

herman17_oneinit.pm();cautious10;20;TO;TO;Resets: 1423 visitNo: 10 candSize: 34

herman17_oneinit.pm();cautious10;37;TO;TO;Resets: 867 visitNo: 10 candSize: 34

herman17_oneinit.pm();cautious10;39;TO;TO;Resets: 1395 visitNo: 10 candSize: 34

herman17_oneinit.pm();cautious10;54;TO;TO;Resets: 1388 visitNo: 10 candSize: 34

herman17_oneinit.pm();cautious10;66;TO;TO;Resets: 1491 visitNo: 10 candSize: 34

herman17_oneinit.pm();cautious10;61;TO;TO;Resets: 1450 visitNo: 10 candSize: 34

herman17_oneinit.pm();cautious10;64;TO;TO;Resets: 1457 visitNo: 10 candSize: 34

herman17_oneinit.pm();cautious10;89;TO;TO;Resets: 1407 visitNo: 10 candSize: 34

herman17_oneinit.pm();cautious10;78;TO;TO;Resets: 1409 visitNo: 10 candSize: 34

herman17_oneinit.pm();cautious10;67;TO;TO;Resets: 1500 visitNo: 10 candSize: 34

herman17_oneinit.pm();cautious10;81;TO;TO;Resets: 1504 visitNo: 10 candSize: 34

herman17_oneinit.pm();cautious10;40;TO;TO;Resets: 1383 visitNo: 10 candSize: 34

scale.pm(N=10,M=50);cautious10;6;0;0;Resets: 0 visitNo: 10 candSize: 50

herman17_oneinit.pm();cautious10;51;TO;TO;Resets: 1450 visitNo: 10 candSize: 34

scale.pm(N=10,M=50);cautious10;4;0;0;Resets: 0 visitNo: 10 candSize: 50

scale.pm(N=10,M=50);cautious10;24;7;23431;Resets: 7 visitNo: 10 candSize: 50

scale.pm(N=10,M=50);cautious10;22;0;0;Resets: 0 visitNo: 10 candSize: 50

scale.pm(N=10,M=50);cautious10;42;0;0;Resets: 0 visitNo: 10 candSize: 50

scale.pm(N=10,M=50);cautious10;40;0;0;Resets: 0 visitNo: 10 candSize: 50

scale.pm(N=10,M=50);cautious10;60;1;3911;Resets: 1 visitNo: 10 candSize: 50

scale.pm(N=10,M=50);cautious10;58;1;2554;Resets: 1 visitNo: 10 candSize: 50

scale.pm(N=10,M=50);cautious10;78;1;3827;Resets: 1 visitNo: 10 candSize: 50

scale.pm(N=10,M=50);cautious10;76;0;0;Resets: 0 visitNo: 10 candSize: 50

scale.pm(N=10,M=50);cautious10;96;0;0;Resets: 0 visitNo: 10 candSize: 50

scale.pm(N=10,M=50);cautious10;94;0;0;Resets: 0 visitNo: 10 candSize: 50

gridworld.pm(N=50,p=0.999);cautious10;14;TO;TO;Resets: 0 visitNo: 10 candSize: 2499

gridworld.pm(N=50,p=0.999);cautious10;12;TO;TO;Resets: 0 visitNo: 10 candSize: 2499

herman17_oneinit.pm();cautious10;59;TO;TO;Resets: 1388 visitNo: 10 candSize: 34

herman17_oneinit.pm();cautious10;83;TO;TO;Resets: 1486 visitNo: 10 candSize: 34

herman17_oneinit.pm();cautious10;62;TO;TO;Resets: 1473 visitNo: 10 candSize: 34

herman17_oneinit.pm();cautious10;38;TO;TO;Resets: 1425 visitNo: 10 candSize: 34

herman17_oneinit.pm();cautious10;55;TO;TO;Resets: 902 visitNo: 10 candSize: 34

herman17_oneinit.pm();cautious10;57;TO;TO;Resets: 1464 visitNo: 10 candSize: 34

herman17_oneinit.pm();cautious10;72;TO;TO;Resets: 1427 visitNo: 10 candSize: 34

herman17_oneinit.pm();cautious10;84;TO;TO;Resets: 1472 visitNo: 10 candSize: 34

herman17_oneinit.pm();cautious10;79;TO;TO;Resets: 1441 visitNo: 10 candSize: 34

herman17_oneinit.pm();cautious10;82;TO;TO;Resets: 1490 visitNo: 10 candSize: 34

scale.pm(N=10,M=50);cautious10;7;4;13067;Resets: 4 visitNo: 10 candSize: 50

herman17_oneinit.pm();cautious10;96;TO;TO;Resets: 1458 visitNo: 10 candSize: 34

herman17_oneinit.pm();cautious10;85;TO;TO;Resets: 1512 visitNo: 10 candSize: 34

herman17_oneinit.pm();cautious10;99;TO;TO;Resets: 1480 visitNo: 10 candSize: 34

herman17_oneinit.pm();cautious10;58;TO;TO;Resets: 1369 visitNo: 10 candSize: 34

scale.pm(N=10,M=50);cautious10;25;0;0;Resets: 0 visitNo: 10 candSize: 50

herman17_oneinit.pm();cautious10;69;TO;TO;Resets: 1470 visitNo: 10 candSize: 34

scale.pm(N=10,M=50);cautious10;43;1;7547;Resets: 1 visitNo: 10 candSize: 50

