Model;Approach;Repetition;Resets;stepsUntilLastReset;lastCandidatePrint

crowds_nodl.pm(TotalRuns=6,CrowdSize=15);bold01;13;2;359;Resets: 2 visitNo: 194 candSize: 1

not_gridworld.pm(N=50,p=0.999);bold01;28;TO;TO;Resets: 0 visitNo: 1740432 candSize: 2499

crowds_nodl.pm(TotalRuns=6,CrowdSize=15);bold01;58;0;0;Resets: 0 visitNo: 48 candSize: 1

crowds_nodl.pm(TotalRuns=6,CrowdSize=15);bold01;31;4;1214;Resets: 4 visitNo: 339 candSize: 1

crowds_nodl.pm(TotalRuns=6,CrowdSize=15);bold01;76;0;0;Resets: 0 visitNo: 48 candSize: 1

crowds_nodl.pm(TotalRuns=6,CrowdSize=15);bold01;49;2;187;Resets: 2 visitNo: 77 candSize: 1

not_gridworld.pm(N=50,p=0.999);bold01;63;TO;TO;Resets: 0 visitNo: 1575515 candSize: 2499

crowds_nodl.pm(TotalRuns=6,CrowdSize=15);bold01;94;1;125;Resets: 1 visitNo: 135 candSize: 1

crowds_nodl.pm(TotalRuns=6,CrowdSize=15);bold01;67;2;395;Resets: 2 visitNo: 208 candSize: 1

bluetooth_oneinit.pm(mrec=4);bold05;12;2;1257;Resets: 2 visitNo: 344 candSize: 1

crowds_nodl.pm(TotalRuns=6,CrowdSize=15);bold01;85;0;0;Resets: 0 visitNo: 63 candSize: 1

bluetooth_oneinit.pm(mrec=4);bold05;30;9;10108;Resets: 9 visitNo: 1237 candSize: 1

bluetooth_oneinit.pm(mrec=4);bold05;3;12;15645;Resets: 12 visitNo: 1619 candSize: 1

bluetooth_oneinit.pm(mrec=4);bold05;48;4;3121;Resets: 4 visitNo: 599 candSize: 1

bluetooth_oneinit.pm(mrec=4);bold05;21;2;1577;Resets: 2 visitNo: 344 candSize: 1

bluetooth_oneinit.pm(mrec=4);bold05;66;12;15197;Resets: 12 visitNo: 1619 candSize: 1

bluetooth_oneinit.pm(mrec=4);bold05;39;1;613;Resets: 1 visitNo: 216 candSize: 1

bluetooth_oneinit.pm(mrec=4);bold05;84;2;1705;Resets: 2 visitNo: 344 candSize: 1

bluetooth_oneinit.pm(mrec=4);bold05;57;0;0;init
nand.pm(N=50,K=3);bold05;2;8;12872;Resets: 8 visitNo: 431 candSize: 1

bluetooth_oneinit.pm(mrec=4);bold05;75;2;1257;Resets: 2 visitNo: 344 candSize: 1

nand.pm(N=50,K=3);bold05;20;15;26734;Resets: 15 visitNo: 777 candSize: 1

bluetooth_oneinit.pm(mrec=4);bold05;93;5;4180;Resets: 5 visitNo: 727 candSize: 1

nand.pm(N=50,K=3);bold05;38;10;16585;Resets: 10 visitNo: 530 candSize: 1

nand.pm(N=50,K=3);bold05;11;9;14704;Resets: 9 visitNo: 480 candSize: 1

nand.pm(N=50,K=3);bold05;56;0;0;init
nand.pm(N=50,K=3);bold05;29;0;0;init
not_gridworld.pm(N=50,p=0.999);bold01;85;TO;TO;Resets: 0 visitNo: 1846379 candSize: 2499

herman17_oneinit.pm();bold05;33;TO;TO;Resets: 0 visitNo: 4049021 candSize: 34

nand.pm(N=50,K=3);bold05;74;0;0;init
nand.pm(N=50,K=3);bold05;47;3;4456;Resets: 3 visitNo: 183 candSize: 1

crowds_nodl.pm(TotalRuns=6,CrowdSize=15);bold01;6;2;305;Resets: 2 visitNo: 121 candSize: 1

herman17_oneinit.pm();bold05;31;TO;TO;Resets: 0 visitNo: 6154283 candSize: 34

nand.pm(N=50,K=3);bold05;92;3;4456;Resets: 3 visitNo: 183 candSize: 1

herman17_oneinit.pm();bold05;38;TO;TO;Resets: 0 visitNo: 8259544 candSize: 34

nand.pm(N=50,K=3);bold05;65;1;1436;Resets: 1 visitNo: 84 candSize: 1

not_gridworld.pm(N=50,p=0.999);bold01;65;TO;TO;Resets: 0 visitNo: 1968318 candSize: 2499

herman17_oneinit.pm();bold05;32;TO;TO;Resets: 0 visitNo: 6680598 candSize: 34

crowds_nodl.pm(TotalRuns=6,CrowdSize=15);bold01;24;0;0;Resets: 0 visitNo: 63 candSize: 1

herman17_oneinit.pm();bold05;10;TO;TO;Resets: 0 visitNo: 6154283 candSize: 34

nand.pm(N=50,K=3);bold05;83;1;1436;Resets: 1 visitNo: 84 candSize: 1

herman17_oneinit.pm();bold05;34;TO;TO;Resets: 0 visitNo: 6680598 candSize: 34

herman17_oneinit.pm();bold05;54;TO;TO;Resets: 0 visitNo: 7206913 candSize: 34

herman17_oneinit.pm();bold05;35;TO;TO;Resets: 0 visitNo: 5627967 candSize: 34

crowds_nodl.pm(TotalRuns=6,CrowdSize=15);bold01;42;2;482;Resets: 2 visitNo: 208 candSize: 1

herman17_oneinit.pm();bold05;21;TO;TO;Resets: 0 visitNo: 7733229 candSize: 34

crowds_nodl.pm(TotalRuns=6,CrowdSize=15);bold01;5;0;0;Resets: 0 visitNo: 150 candSize: 1

not_gridworld.pm(N=50,p=0.999);bold01;98;TO;TO;Resets: 0 visitNo: 1542531 candSize: 2499

herman17_oneinit.pm();bold05;1;TO;TO;Resets: 0 visitNo: 4575337 candSize: 34

crowds_nodl.pm(TotalRuns=6,CrowdSize=15);bold01;60;3;592;Resets: 3 visitNo: 266 candSize: 1

crowds_nodl.pm(TotalRuns=6,CrowdSize=15);bold01;23;0;0;Resets: 0 visitNo: 106 candSize: 1

not_gridworld.pm(N=50,p=0.999);bold01;84;TO;TO;Resets: 0 visitNo: 2082261 candSize: 2499

crowds_nodl.pm(TotalRuns=6,CrowdSize=15);bold01;78;0;0;Resets: 0 visitNo: 92 candSize: 1

crowds_nodl.pm(TotalRuns=6,CrowdSize=15);bold01;41;0;0;Resets: 0 visitNo: 121 candSize: 1

crowds_nodl.pm(TotalRuns=6,CrowdSize=15);bold01;96;1;183;Resets: 1 visitNo: 194 candSize: 1

crowds_nodl.pm(TotalRuns=6,CrowdSize=15);bold01;59;0;0;Resets: 0 visitNo: 48 candSize: 1

not_gridworld.pm(N=50,p=0.999);bold01;46;TO;TO;Resets: 0 visitNo: 1948328 candSize: 2499

bluetooth_oneinit.pm(mrec=4);bold05;14;8;7739;Resets: 8 visitNo: 1109 candSize: 1

crowds_nodl.pm(TotalRuns=6,CrowdSize=15);bold01;77;1;201;Resets: 1 visitNo: 150 candSize: 1

bluetooth_oneinit.pm(mrec=4);bold05;32;4;3505;Resets: 4 visitNo: 599 candSize: 1

crowds_nodl.pm(TotalRuns=6,CrowdSize=15);bold01;95;0;0;Resets: 0 visitNo: 77 candSize: 1

bluetooth_oneinit.pm(mrec=4);bold05;50;3;2285;Resets: 3 visitNo: 472 candSize: 1

not_gridworld.pm(N=50,p=0.999);bold01;81;TO;TO;Resets: 0 visitNo: 1673466 candSize: 2499

bluetooth_oneinit.pm(mrec=4);bold05;13;7;6713;Resets: 7 visitNo: 982 candSize: 1

bluetooth_oneinit.pm(mrec=4);bold05;68;2;1321;Resets: 2 visitNo: 344 candSize: 1

bluetooth_oneinit.pm(mrec=4);bold05;31;6;6039;Resets: 6 visitNo: 854 candSize: 1

bluetooth_oneinit.pm(mrec=4);bold05;86;0;0;init
bluetooth_oneinit.pm(mrec=4);bold05;49;2;1065;Resets: 2 visitNo: 344 candSize: 1

nand.pm(N=50,K=3);bold05;4;0;0;init
bluetooth_oneinit.pm(mrec=4);bold05;67;0;0;init
nand.pm(N=50,K=3);bold05;22;0;0;init
bluetooth_oneinit.pm(mrec=4);bold05;85;11;13309;Resets: 11 visitNo: 1492 candSize: 1

nand.pm(N=50,K=3);bold05;40;1;1436;Resets: 1 visitNo: 84 candSize: 1

nand.pm(N=50,K=3);bold05;3;20;38120;Resets: 20 visitNo: 1025 candSize: 1

nand.pm(N=50,K=3);bold05;58;3;4456;Resets: 3 visitNo: 183 candSize: 1

nand.pm(N=50,K=3);bold05;21;11;18516;Resets: 11 visitNo: 579 candSize: 1

nand.pm(N=50,K=3);bold05;76;13;22526;Resets: 13 visitNo: 678 candSize: 1

nand.pm(N=50,K=3);bold05;39;9;14704;Resets: 9 visitNo: 480 candSize: 1

nand.pm(N=50,K=3);bold05;94;0;0;init
nand.pm(N=50,K=3);bold05;57;6;9357;Resets: 6 visitNo: 332 candSize: 1

herman17_oneinit.pm();bold05;12;TO;TO;Resets: 0 visitNo: 8785859 candSize: 34

nand.pm(N=50,K=3);bold05;75;3;4456;Resets: 3 visitNo: 183 candSize: 1

crowds_nodl.pm(TotalRuns=6,CrowdSize=15);bold01;3;3;594;Resets: 3 visitNo: 266 candSize: 1

herman17_oneinit.pm();bold05;51;TO;TO;Resets: 0 visitNo: 7206913 candSize: 34

nand.pm(N=50,K=3);bold05;93;3;4456;Resets: 3 visitNo: 183 candSize: 1

crowds_nodl.pm(TotalRuns=6,CrowdSize=15);bold01;21;0;0;Resets: 0 visitNo: 106 candSize: 1

herman17_oneinit.pm();bold05;49;TO;TO;Resets: 0 visitNo: 7733229 candSize: 34

herman17_oneinit.pm();bold05;56;TO;TO;Resets: 0 visitNo: 6154283 candSize: 34

herman17_oneinit.pm();bold05;11;TO;TO;Resets: 0 visitNo: 6680598 candSize: 34

not_gridworld.pm(N=50,p=0.999);bold01;83;TO;TO;Resets: 0 visitNo: 1556524 candSize: 2549

herman17_oneinit.pm();bold05;50;TO;TO;Resets: 0 visitNo: 6680598 candSize: 34

crowds_nodl.pm(TotalRuns=6,CrowdSize=15);bold01;39;2;475;Resets: 2 visitNo: 252 candSize: 1

herman17_oneinit.pm();bold05;28;TO;TO;Resets: 0 visitNo: 7206913 candSize: 34

herman17_oneinit.pm();bold05;52;TO;TO;Resets: 0 visitNo: 4575337 candSize: 34

herman17_oneinit.pm();bold05;72;TO;TO;Resets: 0 visitNo: 5627967 candSize: 34

herman17_oneinit.pm();bold05;53;TO;TO;Resets: 0 visitNo: 7733229 candSize: 34

herman17_oneinit.pm();bold05;39;TO;TO;Resets: 0 visitNo: 4575337 candSize: 34

crowds_nodl.pm(TotalRuns=6,CrowdSize=15);bold01;57;1;157;Resets: 1 visitNo: 92 candSize: 1

crowds_nodl.pm(TotalRuns=6,CrowdSize=15);bold01;16;0;0;Resets: 0 visitNo: 48 candSize: 1

herman17_oneinit.pm();bold05;19;TO;TO;Resets: 0 visitNo: 8785859 candSize: 34

crowds_nodl.pm(TotalRuns=6,CrowdSize=15);bold01;75;0;0;Resets: 0 visitNo: 48 candSize: 1

crowds_nodl.pm(TotalRuns=6,CrowdSize=15);bold01;34;0;0;Resets: 0 visitNo: 92 candSize: 1

crowds_nodl.pm(TotalRuns=6,CrowdSize=15);bold01;2;4;1256;Resets: 4 visitNo: 368 candSize: 1

crowds_nodl.pm(TotalRuns=6,CrowdSize=15);bold01;93;0;0;Resets: 0 visitNo: 150 candSize: 1

crowds_nodl.pm(TotalRuns=6,CrowdSize=15);bold01;52;1;127;Resets: 1 visitNo: 106 candSize: 1

crowds_nodl.pm(TotalRuns=6,CrowdSize=15);bold01;20;1;119;Resets: 1 visitNo: 92 candSize: 1

bluetooth_oneinit.pm(mrec=4);bold05;11;5;4180;Resets: 5 visitNo: 727 candSize: 1

crowds_nodl.pm(TotalRuns=6,CrowdSize=15);bold01;70;0;0;Resets: 0 visitNo: 92 candSize: 1

crowds_nodl.pm(TotalRuns=6,CrowdSize=15);bold01;38;2;512;Resets: 2 visitNo: 310 candSize: 1

not_gridworld.pm(N=50,p=0.999);bold01;64;TO;TO;Resets: 0 visitNo: 1621492 candSize: 2499

bluetooth_oneinit.pm(mrec=4);bold05;29;1;613;Resets: 1 visitNo: 216 candSize: 1

crowds_nodl.pm(TotalRuns=6,CrowdSize=15);bold01;88;1;107;Resets: 1 visitNo: 63 candSize: 1

crowds_nodl.pm(TotalRuns=6,CrowdSize=15);bold01;56;0;0;Resets: 0 visitNo: 63 candSize: 1

bluetooth_oneinit.pm(mrec=4);bold05;47;8;8091;Resets: 8 visitNo: 1237 candSize: 1

bluetooth_oneinit.pm(mrec=4);bold05;6;5;4148;Resets: 5 visitNo: 727 candSize: 1

crowds_nodl.pm(TotalRuns=6,CrowdSize=15);bold01;74;0;0;Resets: 0 visitNo: 92 candSize: 1

not_gridworld.pm(N=50,p=0.999);bold01;99;TO;TO;Resets: 0 visitNo: 1634485 candSize: 2499

bluetooth_oneinit.pm(mrec=4);bold05;65;0;0;init
bluetooth_oneinit.pm(mrec=4);bold05;24;4;2801;Resets: 4 visitNo: 599 candSize: 1

crowds_nodl.pm(TotalRuns=6,CrowdSize=15);bold01;92;0;0;Resets: 0 visitNo: 63 candSize: 1

bluetooth_oneinit.pm(mrec=4);bold05;83;3;2381;Resets: 3 visitNo: 472 candSize: 1

bluetooth_oneinit.pm(mrec=4);bold05;42;3;2221;Resets: 3 visitNo: 472 candSize: 1

bluetooth_oneinit.pm(mrec=4);bold05;10;0;0;init
nand.pm(N=50,K=3);bold05;1;0;0;init
bluetooth_oneinit.pm(mrec=4);bold05;60;9;10012;Resets: 9 visitNo: 1237 candSize: 1

bluetooth_oneinit.pm(mrec=4);bold05;28;1;421;Resets: 1 visitNo: 216 candSize: 1

nand.pm(N=50,K=3);bold05;19;15;26734;Resets: 15 visitNo: 777 candSize: 1

bluetooth_oneinit.pm(mrec=4);bold05;78;5;4852;Resets: 5 visitNo: 727 candSize: 1

bluetooth_oneinit.pm(mrec=4);bold05;46;2;1289;Resets: 2 visitNo: 344 candSize: 1

nand.pm(N=50,K=3);bold05;37;3;4456;Resets: 3 visitNo: 183 candSize: 1

herman17_oneinit.pm();bold05;27;TO;TO;Resets: 0 visitNo: 7733229 candSize: 34

bluetooth_oneinit.pm(mrec=4);bold05;96;6;5143;Resets: 6 visitNo: 854 candSize: 1

bluetooth_oneinit.pm(mrec=4);bold05;64;30;73483;Resets: 30 visitNo: 3915 candSize: 1

nand.pm(N=50,K=3);bold05;55;3;4456;Resets: 3 visitNo: 183 candSize: 1

nand.pm(N=50,K=3);bold05;14;14;24605;Resets: 14 visitNo: 728 candSize: 1

nand.pm(N=50,K=3);bold05;73;5;7674;Resets: 5 visitNo: 282 candSize: 1

bluetooth_oneinit.pm(mrec=4);bold05;82;18;29778;Resets: 18 visitNo: 2385 candSize: 1

nand.pm(N=50,K=3);bold05;32;15;26734;Resets: 15 visitNo: 777 candSize: 1

nand.pm(N=50,K=3);bold05;91;16;28912;Resets: 16 visitNo: 827 candSize: 1

nand.pm(N=50,K=3);bold05;0;2;2921;Resets: 2 visitNo: 134 candSize: 1

nand.pm(N=50,K=3);bold05;50;5;7674;Resets: 5 visitNo: 282 candSize: 1

herman17_oneinit.pm();bold05;9;TO;TO;Resets: 0 visitNo: 5101652 candSize: 34

nand.pm(N=50,K=3);bold05;18;0;0;init
nand.pm(N=50,K=3);bold05;68;5;7674;Resets: 5 visitNo: 282 candSize: 1

herman17_oneinit.pm();bold05;30;TO;TO;Resets: 0 visitNo: 7733229 candSize: 34

nand.pm(N=50,K=3);bold05;36;1;1436;Resets: 1 visitNo: 84 candSize: 1

nand.pm(N=50,K=3);bold05;86;8;12872;Resets: 8 visitNo: 431 candSize: 1

herman17_oneinit.pm();bold05;69;TO;TO;Resets: 0 visitNo: 7733229 candSize: 34

nand.pm(N=50,K=3);bold05;54;4;6040;Resets: 4 visitNo: 233 candSize: 1

herman17_oneinit.pm();bold05;4;TO;TO;Resets: 0 visitNo: 6154283 candSize: 34

herman17_oneinit.pm();bold05;67;TO;TO;Resets: 0 visitNo: 8785859 candSize: 34

nand.pm(N=50,K=3);bold05;72;5;7674;Resets: 5 visitNo: 282 candSize: 1

herman17_oneinit.pm();bold05;74;TO;TO;Resets: 0 visitNo: 6680598 candSize: 34

herman17_oneinit.pm();bold05;29;TO;TO;Resets: 0 visitNo: 6154283 candSize: 34

crowds_nodl.pm(TotalRuns=6,CrowdSize=15);bold01;1;1;238;Resets: 1 visitNo: 237 candSize: 1

herman17_oneinit.pm();bold05;68;TO;TO;Resets: 0 visitNo: 4575337 candSize: 34

nand.pm(N=50,K=3);bold05;90;3;4456;Resets: 3 visitNo: 183 candSize: 1

herman17_oneinit.pm();bold05;46;TO;TO;Resets: 0 visitNo: 5627967 candSize: 34

herman17_oneinit.pm();bold05;70;TO;TO;Resets: 0 visitNo: 7733229 candSize: 34

crowds_nodl.pm(TotalRuns=6,CrowdSize=15);bold01;19;1;183;Resets: 1 visitNo: 237 candSize: 1

herman17_oneinit.pm();bold05;90;TO;TO;Resets: 0 visitNo: 4575337 candSize: 34

herman17_oneinit.pm();bold05;71;TO;TO;Resets: 0 visitNo: 7206913 candSize: 34

herman17_oneinit.pm();bold05;57;TO;TO;Resets: 0 visitNo: 5101652 candSize: 34

herman17_oneinit.pm();bold05;8;TO;TO;Resets: 0 visitNo: 6680598 candSize: 34

herman17_oneinit.pm();bold05;37;TO;TO;Resets: 0 visitNo: 7206913 candSize: 34

crowds_nodl.pm(TotalRuns=6,CrowdSize=15);bold01;37;1;121;Resets: 1 visitNo: 63 candSize: 1

crowds_nodl.pm(TotalRuns=6,CrowdSize=15);bold01;55;0;0;Resets: 0 visitNo: 121 candSize: 1

crowds_nodl.pm(TotalRuns=6,CrowdSize=15);bold01;73;0;0;Resets: 0 visitNo: 77 candSize: 1

crowds_nodl.pm(TotalRuns=6,CrowdSize=15);bold01;91;2;278;Resets: 2 visitNo: 135 candSize: 1

not_gridworld.pm(N=50,p=0.999);bold01;82;TO;TO;Resets: 0 visitNo: 1574515 candSize: 2499

bluetooth_oneinit.pm(mrec=4);bold05;9;1;773;Resets: 1 visitNo: 216 candSize: 1

bluetooth_oneinit.pm(mrec=4);bold05;27;3;2029;Resets: 3 visitNo: 472 candSize: 1

crowds_nodl.pm(TotalRuns=6,CrowdSize=15);bold01;17;1;196;Resets: 1 visitNo: 121 candSize: 1

bluetooth_oneinit.pm(mrec=4);bold05;45;23;45405;Resets: 23 visitNo: 3022 candSize: 1

crowds_nodl.pm(TotalRuns=6,CrowdSize=15);bold01;35;0;0;Resets: 0 visitNo: 48 candSize: 1

bluetooth_oneinit.pm(mrec=4);bold05;63;0;0;init
crowds_nodl.pm(TotalRuns=6,CrowdSize=15);bold01;53;9;3392;Resets: 9 visitNo: 629 candSize: 1

bluetooth_oneinit.pm(mrec=4);bold05;81;2;1417;Resets: 2 visitNo: 344 candSize: 1

crowds_nodl.pm(TotalRuns=6,CrowdSize=15);bold01;71;1;95;Resets: 1 visitNo: 77 candSize: 1

bluetooth_oneinit.pm(mrec=4);bold05;99;8;8155;Resets: 8 visitNo: 1109 candSize: 1

nand.pm(N=50,K=3);bold05;17;3;4456;Resets: 3 visitNo: 183 candSize: 1

crowds_nodl.pm(TotalRuns=6,CrowdSize=15);bold01;89;0;0;Resets: 0 visitNo: 48 candSize: 1

nand.pm(N=50,K=3);bold05;35;1;1436;Resets: 1 visitNo: 84 candSize: 1

bluetooth_oneinit.pm(mrec=4);bold05;7;4;3057;Resets: 4 visitNo: 599 candSize: 1

nand.pm(N=50,K=3);bold05;53;4;6040;Resets: 4 visitNo: 233 candSize: 1

bluetooth_oneinit.pm(mrec=4);bold05;25;3;2253;Resets: 3 visitNo: 472 candSize: 1

nand.pm(N=50,K=3);bold05;71;1;1436;Resets: 1 visitNo: 84 candSize: 1

herman17_oneinit.pm();bold05;48;TO;TO;Resets: 0 visitNo: 5627967 candSize: 34

nand.pm(N=50,K=3);bold05;89;16;28912;Resets: 16 visitNo: 827 candSize: 1

bluetooth_oneinit.pm(mrec=4);bold05;43;3;2189;Resets: 3 visitNo: 472 candSize: 1

herman17_oneinit.pm();bold05;87;TO;TO;Resets: 0 visitNo: 5627967 candSize: 34

herman17_oneinit.pm();bold05;7;TO;TO;Resets: 0 visitNo: 7206913 candSize: 34

herman17_oneinit.pm();bold05;22;TO;TO;Resets: 0 visitNo: 6680598 candSize: 34

bluetooth_oneinit.pm(mrec=4);bold05;61;0;0;Resets: 0 visitNo: 216 candSize: 1

herman17_oneinit.pm();bold05;85;TO;TO;Resets: 0 visitNo: 6680598 candSize: 34

herman17_oneinit.pm();bold05;92;TO;TO;Resets: 0 visitNo: 5101652 candSize: 34

herman17_oneinit.pm();bold05;47;TO;TO;Resets: 0 visitNo: 6154283 candSize: 34

herman17_oneinit.pm();bold05;86;TO;TO;Resets: 0 visitNo: 5101652 candSize: 34

herman17_oneinit.pm();bold05;64;TO;TO;Resets: 0 visitNo: 7206913 candSize: 34

herman17_oneinit.pm();bold05;88;TO;TO;Resets: 0 visitNo: 5627967 candSize: 34

scale.pm(N=10,M=50);bold05;8;1;6;Resets: 1 visitNo: 82 candSize: 50

bluetooth_oneinit.pm(mrec=4);bold05;79;0;0;init
herman17_oneinit.pm();bold05;89;TO;TO;Resets: 0 visitNo: 7206913 candSize: 34

herman17_oneinit.pm();bold05;75;TO;TO;Resets: 0 visitNo: 6154283 candSize: 34

herman17_oneinit.pm();bold05;26;TO;TO;Resets: 0 visitNo: 8259544 candSize: 34

herman17_oneinit.pm();bold05;55;TO;TO;Resets: 0 visitNo: 4049021 candSize: 34

scale.pm(N=10,M=50);bold05;26;3;7212;Resets: 3 visitNo: 153 candSize: 50

bluetooth_oneinit.pm(mrec=4);bold05;97;3;2445;Resets: 3 visitNo: 472 candSize: 1

scale.pm(N=10,M=50);bold05;44;1;3;Resets: 1 visitNo: 75 candSize: 50

scale.pm(N=10,M=50);bold05;62;2;10453;Resets: 2 visitNo: 150 candSize: 50

nand.pm(N=50,K=3);bold05;15;0;0;init
scale.pm(N=10,M=50);bold05;80;4;9728;Resets: 4 visitNo: 156 candSize: 50

crowds_nodl.pm(TotalRuns=6,CrowdSize=15);bold01;0;1;169;Resets: 1 visitNo: 164 candSize: 1

nand.pm(N=50,K=3);bold05;33;4;6040;Resets: 4 visitNo: 233 candSize: 1

scale.pm(N=10,M=50);bold05;98;1;2;Resets: 1 visitNo: 56 candSize: 50

crowds_nodl.pm(TotalRuns=6,CrowdSize=15);bold01;18;0;0;Resets: 0 visitNo: 121 candSize: 1

nand.pm(N=50,K=3);bold05;51;1;1436;Resets: 1 visitNo: 84 candSize: 1

gridworld.pm(N=50,p=0.999);bold05;16;TO;TO;Resets: 0 visitNo: 1644871 candSize: 2499

crowds_nodl.pm(TotalRuns=6,CrowdSize=15);bold01;36;1;113;Resets: 1 visitNo: 121 candSize: 1

nand.pm(N=50,K=3);bold05;69;1;1436;Resets: 1 visitNo: 84 candSize: 1

crowds_nodl.pm(TotalRuns=6,CrowdSize=15);bold01;54;1;203;Resets: 1 visitNo: 194 candSize: 1

nand.pm(N=50,K=3);bold05;87;1;1436;Resets: 1 visitNo: 84 candSize: 1

crowds_nodl.pm(TotalRuns=6,CrowdSize=15);bold01;72;1;257;Resets: 1 visitNo: 194 candSize: 1

crowds_nodl.pm(TotalRuns=6,CrowdSize=15);bold01;90;0;0;Resets: 0 visitNo: 77 candSize: 1

herman17_oneinit.pm();bold05;5;TO;TO;Resets: 0 visitNo: 6680598 candSize: 34

bluetooth_oneinit.pm(mrec=4);bold05;8;3;1965;Resets: 3 visitNo: 472 candSize: 1

bluetooth_oneinit.pm(mrec=4);bold05;26;1;645;Resets: 1 visitNo: 216 candSize: 1

bluetooth_oneinit.pm(mrec=4);bold05;44;0;0;init
bluetooth_oneinit.pm(mrec=4);bold05;62;2;1193;Resets: 2 visitNo: 344 candSize: 1

herman17_oneinit.pm();bold05;45;TO;TO;Resets: 0 visitNo: 6154283 candSize: 34

bluetooth_oneinit.pm(mrec=4);bold05;80;1;325;Resets: 1 visitNo: 216 candSize: 1

herman17_oneinit.pm();bold05;66;TO;TO;Resets: 0 visitNo: 5627967 candSize: 34

bluetooth_oneinit.pm(mrec=4);bold05;98;2;1449;Resets: 2 visitNo: 344 candSize: 1

scale.pm(N=10,M=50);bold05;5;2;13;Resets: 2 visitNo: 68 candSize: 50

nand.pm(N=50,K=3);bold05;16;1;1436;Resets: 1 visitNo: 84 candSize: 1

herman17_oneinit.pm();bold05;25;TO;TO;Resets: 0 visitNo: 4575337 candSize: 34

herman17_oneinit.pm();bold05;40;TO;TO;Resets: 0 visitNo: 5627967 candSize: 34

scale.pm(N=10,M=50);bold05;23;2;9;Resets: 2 visitNo: 78 candSize: 50

scale.pm(N=10,M=50);bold05;3;1;2;Resets: 1 visitNo: 81 candSize: 50

scale.pm(N=10,M=50);bold05;10;1;2;Resets: 1 visitNo: 81 candSize: 50

herman17_oneinit.pm();bold05;65;TO;TO;Resets: 0 visitNo: 5101652 candSize: 34

scale.pm(N=10,M=50);bold05;4;3;9280;Resets: 3 visitNo: 154 candSize: 50

scale.pm(N=10,M=50);bold05;41;2;8963;Resets: 2 visitNo: 156 candSize: 50

scale.pm(N=10,M=50);bold05;21;3;22835;Resets: 3 visitNo: 216 candSize: 50

scale.pm(N=10,M=50);bold05;28;2;8263;Resets: 2 visitNo: 153 candSize: 50

nand.pm(N=50,K=3);bold05;52;9;14704;Resets: 9 visitNo: 480 candSize: 1

herman17_oneinit.pm();bold05;82;TO;TO;Resets: 0 visitNo: 7206913 candSize: 34

scale.pm(N=10,M=50);bold05;6;1;3;Resets: 1 visitNo: 66 candSize: 50

scale.pm(N=10,M=50);bold05;22;3;9295;Resets: 3 visitNo: 139 candSize: 50

scale.pm(N=10,M=50);bold05;7;5;38543;Resets: 5 visitNo: 306 candSize: 50

herman17_oneinit.pm();bold05;93;TO;TO;Resets: 0 visitNo: 5627967 candSize: 34

scale.pm(N=10,M=50);bold05;59;1;3;Resets: 1 visitNo: 79 candSize: 50

scale.pm(N=10,M=50);bold05;39;5;74702;Resets: 5 visitNo: 384 candSize: 50

scale.pm(N=10,M=50);bold05;46;2;13;Resets: 2 visitNo: 82 candSize: 50

herman17_oneinit.pm();bold05;44;TO;TO;Resets: 0 visitNo: 6154283 candSize: 34

nand.pm(N=50,K=3);bold05;70;0;0;init
herman17_oneinit.pm();bold05;73;TO;TO;Resets: 0 visitNo: 7733229 candSize: 34

scale.pm(N=10,M=50);bold05;24;1;2;Resets: 1 visitNo: 77 candSize: 50

scale.pm(N=10,M=50);bold05;40;2;10611;Resets: 2 visitNo: 157 candSize: 50

scale.pm(N=10,M=50);bold05;25;2;8309;Resets: 2 visitNo: 157 candSize: 50

scale.pm(N=10,M=50);bold05;77;2;8827;Resets: 2 visitNo: 153 candSize: 50

scale.pm(N=10,M=50);bold05;64;4;47479;Resets: 4 visitNo: 289 candSize: 50

nand.pm(N=50,K=3);bold05;88;8;12872;Resets: 8 visitNo: 431 candSize: 1

scale.pm(N=10,M=50);bold05;42;2;9;Resets: 2 visitNo: 81 candSize: 50

scale.pm(N=10,M=50);bold05;57;4;47773;Resets: 4 visitNo: 320 candSize: 50

scale.pm(N=10,M=50);bold05;58;1;4;Resets: 1 visitNo: 81 candSize: 50

scale.pm(N=10,M=50);bold05;43;4;22605;Resets: 4 visitNo: 232 candSize: 50

scale.pm(N=10,M=50);bold05;95;1;6;Resets: 1 visitNo: 81 candSize: 50

scale.pm(N=10,M=50);bold05;82;1;2;Resets: 1 visitNo: 68 candSize: 50

herman17_oneinit.pm();bold05;6;TO;TO;Resets: 0 visitNo: 6154283 candSize: 34

scale.pm(N=10,M=50);bold05;60;1;2;Resets: 1 visitNo: 77 candSize: 50

scale.pm(N=10,M=50);bold05;76;1;2;Resets: 1 visitNo: 69 candSize: 50

