"logs/log-crowds_nodl.pm(TotalRuns=6,CrowdSize=15)-prop1_qual.pctl-bold05-5.log",crowds_nodl.pm,"'TotalRuns=6,CrowdSize=15'",,0.5,Resets 1 ;stepsInResetRuns 266
"logs/log-crowds_nodl.pm(TotalRuns=6,CrowdSize=15)-prop1_qual.pctl-bold05-6.log",crowds_nodl.pm,"'TotalRuns=6,CrowdSize=15'",,0.5,Resets 2 ;stepsInResetRuns 289
"logs/log-crowds_nodl.pm(TotalRuns=6,CrowdSize=15)-prop1_qual.pctl-bold05-7.log",crowds_nodl.pm,"'TotalRuns=6,CrowdSize=15'",,0.5,Resets 0 ;stepsInResetRuns 0
"logs/log-crowds_nodl.pm(TotalRuns=6,CrowdSize=15)-prop1_qual.pctl-bold05-8.log",crowds_nodl.pm,"'TotalRuns=6,CrowdSize=15'",,0.5,Resets 0 ;stepsInResetRuns 0
"logs/log-crowds_nodl.pm(TotalRuns=6,CrowdSize=15)-prop1_qual.pctl-bold05-9.log",crowds_nodl.pm,"'TotalRuns=6,CrowdSize=15'",,0.5,Resets 2 ;stepsInResetRuns 376
"logs/log-crowds_nodl.pm(TotalRuns=6,CrowdSize=15)-prop1_qual.pctl-cautious1-0.log",crowds_nodl.pm,"'TotalRuns=6,CrowdSize=15'",,0.1,Resets 0 ;stepsInResetRuns 0
"logs/log-crowds_nodl.pm(TotalRuns=6,CrowdSize=15)-prop1_qual.pctl-cautious1-1.log",crowds_nodl.pm,"'TotalRuns=6,CrowdSize=15'",,0.1,Resets 4 ;stepsInResetRuns 353
"logs/log-crowds_nodl.pm(TotalRuns=6,CrowdSize=15)-prop1_qual.pctl-cautious1-10.log",crowds_nodl.pm,"'TotalRuns=6,CrowdSize=15'",,0.1,Resets 1 ;stepsInResetRuns 68
"logs/log-crowds_nodl.pm(TotalRuns=6,CrowdSize=15)-prop1_qual.pctl-cautious1-11.log",crowds_nodl.pm,"'TotalRuns=6,CrowdSize=15'",,0.1,Resets 0 ;stepsInResetRuns 0
"logs/log-crowds_nodl.pm(TotalRuns=6,CrowdSize=15)-prop1_qual.pctl-cautious1-12.log",crowds_nodl.pm,"'TotalRuns=6,CrowdSize=15'",,0.1,Resets 2 ;stepsInResetRuns 225
"logs/log-crowds_nodl.pm(TotalRuns=6,CrowdSize=15)-prop1_qual.pctl-cautious1-13.log",crowds_nodl.pm,"'TotalRuns=6,CrowdSize=15'",,0.1,Resets 0 ;stepsInResetRuns 0
"logs/log-crowds_nodl.pm(TotalRuns=6,CrowdSize=15)-prop1_qual.pctl-cautious1-14.log",crowds_nodl.pm,"'TotalRuns=6,CrowdSize=15'",,0.1,Resets 1 ;stepsInResetRuns 51
"logs/log-crowds_nodl.pm(TotalRuns=6,CrowdSize=15)-prop1_qual.pctl-cautious1-15.log",crowds_nodl.pm,"'TotalRuns=6,CrowdSize=15'",,0.1,Resets 4 ;stepsInResetRuns 321
"logs/log-crowds_nodl.pm(TotalRuns=6,CrowdSize=15)-prop1_qual.pctl-cautious1-16.log",crowds_nodl.pm,"'TotalRuns=6,CrowdSize=15'",,0.1,Resets 3 ;stepsInResetRuns 241
"logs/log-crowds_nodl.pm(TotalRuns=6,CrowdSize=15)-prop1_qual.pctl-cautious1-17.log",crowds_nodl.pm,"'TotalRuns=6,CrowdSize=15'",,0.1,Resets 0 ;stepsInResetRuns 0
"logs/log-crowds_nodl.pm(TotalRuns=6,CrowdSize=15)-prop1_qual.pctl-cautious1-18.log",crowds_nodl.pm,"'TotalRuns=6,CrowdSize=15'",,0.1,Resets 2 ;stepsInResetRuns 110
"logs/log-crowds_nodl.pm(TotalRuns=6,CrowdSize=15)-prop1_qual.pctl-cautious1-19.log",crowds_nodl.pm,"'TotalRuns=6,CrowdSize=15'",,0.1,Resets 0 ;stepsInResetRuns 0
"logs/log-crowds_nodl.pm(TotalRuns=6,CrowdSize=15)-prop1_qual.pctl-cautious1-2.log",crowds_nodl.pm,"'TotalRuns=6,CrowdSize=15'",,0.1,Resets 0 ;stepsInResetRuns 0
"logs/log-crowds_nodl.pm(TotalRuns=6,CrowdSize=15)-prop1_qual.pctl-cautious1-3.log",crowds_nodl.pm,"'TotalRuns=6,CrowdSize=15'",,0.1,Resets 3 ;stepsInResetRuns 228
"logs/log-crowds_nodl.pm(TotalRuns=6,CrowdSize=15)-prop1_qual.pctl-cautious1-4.log",crowds_nodl.pm,"'TotalRuns=6,CrowdSize=15'",,0.1,Resets 0 ;stepsInResetRuns 0
"logs/log-crowds_nodl.pm(TotalRuns=6,CrowdSize=15)-prop1_qual.pctl-cautious1-5.log",crowds_nodl.pm,"'TotalRuns=6,CrowdSize=15'",,0.1,Resets 0 ;stepsInResetRuns 0
"logs/log-crowds_nodl.pm(TotalRuns=6,CrowdSize=15)-prop1_qual.pctl-cautious1-6.log",crowds_nodl.pm,"'TotalRuns=6,CrowdSize=15'",,0.1,Resets 0 ;stepsInResetRuns 0
"logs/log-crowds_nodl.pm(TotalRuns=6,CrowdSize=15)-prop1_qual.pctl-cautious1-7.log",crowds_nodl.pm,"'TotalRuns=6,CrowdSize=15'",,0.1,Resets 4 ;stepsInResetRuns 332
